"gid","poi_name","poi_desc","category_id","table_suffix","site_code","district","is_enabled","phone_no","alternate_num","the_geom","sub_category","source_id","source","created_by","created_date","verified_by","verification_id","verification_remarks","verified_date","email_id","contact_id","police_district","sub_district","place_name","pincode","address","latitude","longitude","last_update"
"46198","Thozhuvanoor Desham","Police Station",32,"police_stations","KL","Malappuram",True,"9497980399",NULL,"0101000020E6100000A090F870A40353407B551D28A6C92540",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.8938458","76.0569117","2024-07-12 16:08:53.292"
"46199","Pallipuram Police Station","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E61000000358891E9D0B5340573ECBF3E0562440",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.169685","76.1814648","2024-05-09 14:05:41.221775"
"46200","Peravoor Ps","Police Stations",32,"police_stations","KL","Kannur",True,"9497987211","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497987211""},{""contactNoType"":""Main"",""phoneNo"":""04902444453""}]}","0101000020E6100000CC34457EFDEE5240D27C519143CC2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.898953000256743","75.73422199972555","2024-05-09 14:05:41.221775"
"46202","Circleinspectoroffice","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E6100000C8E5E4EA6C225340CF19AC938E792240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.2374159","76.5378978","2024-05-09 14:05:41.221775"
"46204","Dysp Office","Police Station",32,"police_stations","KL","Kollam",True,"9897654675",NULL,"0101000020E6100000DC0830D1452053404D277E3100592240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.1738296","76.5042613","2024-07-12 17:51:02.332"
"46205","Traficpoliceoffice","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E6100000FBFC9C2743205340C6713B8FE5582240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.1736264","76.5040988","2024-05-09 14:05:41.221775"
"46206","Kasaba Police Station","9497987178",32,"police_stations","KL","Kozhikode",True,"9497987178","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497987178""},{""contactNoType"":""Main"",""phoneNo"":""04952722286""}]}","0101000020E610000086B91EF5A8F25240FA4A4B137E812640",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.252915003720307","75.79156234741649","2024-05-09 14:05:41.221775"
"46208","Policecontrol Office","Police Station",32,"police_stations","KL","Alappuzha",True,NULL,"{""contactNoList"":[]}","0101000020E61000009C5E7358AB145340CF2AD8EB82FA2240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.4892801","76.3229581","2024-05-09 14:05:41.221775"
"46209","Police Aid Post","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E61000009AB0FD640C2D5340D3533FCAE3782140",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.7361129","76.7038815","2024-05-09 14:05:41.221775"
"46211","City Police Control Room","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E6100000F6D21401CE3C53409043691437FF2040",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.4984671","76.9500735","2024-05-09 14:05:41.221775"
"46212","Vadasserikkara Police Station","Police Station",32,"police_stations","KL",NULL,True,NULL,"{""contactNoList"":[]}","0101000020E61000002F0384C517355340495BA6704EAE2240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.3404422","76.8295759","2024-05-09 14:05:41.221775"
"46214","State Police Complaint Authority",NULL,32,"police_stations","KL","Thiruvananthapuram",True,NULL,"{""contactNoList"":[]}","0101000020E610000001DBC1887D3D53405B61FA5E43002140",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.500514","76.960787","2024-05-09 14:05:41.221775"
"46215","Kallambalam Ps",NULL,32,"police_stations","KL","Thiruvananthapuram",True,"4702692066","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04702692066""}]}","0101000020E6100000A4B89E99BC3253409AAADED02E852140",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.760122801953276","76.79276123523829","2024-05-09 14:05:41.221775"
"46216","Janamythri Police Station, Kadavantra","Police Station",32,"police_stations","KL","Ernakulam",True,NULL,"{""contactNoList"":[]}","0101000020E61000006917789304135340A9F6E978CCF02340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.97031","76.2971543","2024-05-09 14:05:41.221775"
"46217","District Cheif Of Police","Police Station",32,"police_stations","KL","Alappuzha",True,"4772239326","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04772239326""}]}","0101000020E6100000EE7893DFA2145340E9F17B9BFEFC2240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.49413","76.322441","2024-05-09 14:05:41.221775"
"46218","Ci Office Perinthalmanna","Police Station",32,"police_stations","KL","Malappuram",True,"4933227231","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04933227231""}]}","0101000020E61000008E41823D810E53405066CDD94CF32540",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.9751957","76.2266382","2024-05-09 14:05:41.221775"
"46219","Armed Reserved Police Camp","Police Station",32,"police_stations","KL","Kozhikode",True,NULL,"{""contactNoList"":[]}","0101000020E6100000513239B533F45240F53D343D72992640",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.2996997","75.815656","2024-05-09 14:05:41.221775"
"46220","Police Control Room","Police Station",32,"police_stations","KL","Alappuzha",True,"4772239161","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""04772239161""},{""contactNoType"":""Main"",""phoneNo"":""04772239161""}]}","0101000020E610000088878B370D1653409230C2CA57002340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.5006698","76.3445567","2024-05-09 14:05:41.221775"
"46221","Manarpolicestation","Police Station",32,"police_stations","KL","Alappuzha",True,"4792312224","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04792312224""}]}","0101000020E6100000A98B6F83352253409F39909A1BA42240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.3205231","76.5345162","2024-05-09 14:05:41.221775"
"46222","Police Aid Post","Police Station",32,"police_stations","KL",NULL,True,NULL,"{""contactNoList"":[]}","0101000020E61000002011AEDBFB24534083C87D062FF92340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.9866869","76.5778722","2024-05-09 14:05:41.221775"
"46223","Kanjiramkulam Ps","Police Stations",32,"police_stations","KL","Thiruvananthapuram",True,"9497980109","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980109""},{""contactNoType"":""Main"",""phoneNo"":""04712261100""}]}","0101000020E61000008137BACB84425340F8B5736400B82040",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.35937799370275","77.03935521302448","2024-05-09 14:05:41.221775"
"46224","Calicut University Police Station","Police Station",32,"police_stations","KL",NULL,True,"4942400260","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04942400260""}]}","0101000020E6100000A774B0FE4FF95240CFFCC5C782452640",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.1357634","75.8955075","2024-05-09 14:05:41.221775"
"46226","Ci Office Perinthalmanna","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E61000000DFCA8867D0E53409AE6C2ED75F32540",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.9755091","76.2264115","2024-05-09 14:05:41.221775"
"46227","Chokli Ps","Police Stations",32,"police_stations","KL","Kannur",True,"4902338223","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980845""},{""contactNoType"":""Main"",""phoneNo"":""04902338223""}]}","0101000020E61000000BCC501B12E45240A6DEE48EFF712740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.72265287917919","75.56360514536225","2024-05-09 14:05:41.221775"
"46229","Edakkad Ps","Police Stations",32,"police_stations","KL","Kannur",True,"4972832022","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980848""},{""contactNoType"":""Main"",""phoneNo"":""04972832022""}]}","0101000020E6100000BABF3BC093DC524080B6BE45279B2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.803033999948866","75.44651799998147","2024-05-09 14:05:41.221775"
"46230","Irinjalakuda Sub Jail","Police Station",32,"police_stations","KL","Thrissur",True,NULL,NULL,"0101000020E610000078190F00E60D5340D107CBD8D0B12440",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.3472965","76.2171631","2024-09-26 12:55:07.708"
"46231","Karimkunnam Police Station","Police Station",32,"police_stations","KL","Idukki",True,"9497980371","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980371""},{""contactNoType"":""Main"",""phoneNo"":""04862242336""}]}","0101000020E610000041E6142EF52B5340CE99FE36D5B42340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.8531892","76.6868396","2024-05-09 14:05:41.221775"
"46232","Rto Office Mananthavady","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E6100000F1344F641C015340A1C7DE41A27F2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.7492848","76.0173579","2024-05-09 14:05:41.221775"
"46233","Police Shelter","Police Station",32,"police_stations","KL","Kollam",True,"9497987063",NULL,"0101000020E610000071732A19804453400E8FB39F7BE92140",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.9560213","77.0703185","2024-07-12 16:21:01.015"
"46234","Police Aid Post","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E6100000DE7CD92CCD215340FB8CB04DCF302340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.5953316","76.5281479","2024-05-09 14:05:41.221775"
"46235","Janamythri Police Station","Police Station",32,"police_stations","KL","Kollam",True,"9897654321",NULL,"0101000020E61000007AF53B5E92365340F4C6A41A512D2240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.0885094","76.8526836","2024-07-12 16:24:56.044"
"46236","Customs","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E610000066F4A3E114105340E9E4565238F02340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.9691797","76.2512745","2024-05-09 14:05:41.221775"
"46237","Newmahe Ps","Police Stations",32,"police_stations","KL","Kannur",True,"4902356688","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497964007""},{""contactNoType"":""Main"",""phoneNo"":""04902356688""}]}","0101000020E6100000B68F9F01A0E1524054B3F66AF0762740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.732302992453391","75.52539101202169","2024-05-09 14:05:41.221775"
"46238","Police Aid Post","Police Station",32,"police_stations","KL",NULL,True,NULL,NULL,"0101000020E6100000EBCC98DDEE155340C36169E0473D2440",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.119689","76.3427042","2024-05-09 14:05:41.221775"
"46239","Kelakam Ps","Police Stations",32,"police_stations","KL","Kannur",True,"9497980857","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980857""},{""contactNoType"":""Main"",""phoneNo"":""04902412043""}]}","0101000020E610000025CBADBEBAF35240842C629676CA2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.89543600033199","75.80827300045037","2024-05-09 14:05:41.221775"
"46243","Kannavam Ps","Police Stations",32,"police_stations","KL","Kannur",True,"9497980890","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980890""},{""contactNoType"":""Main"",""phoneNo"":""04902301100""}]}","0101000020E6100000CF1843AD32EA5240DBBD1D5B5BB02740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.844446990376062","75.65934306671555","2024-05-09 14:05:41.221775"
"46247","Sasthancotta Ps","Police Stations",32,"police_stations","KL","Kollam",True,"9497987036","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497987036""},{""contactNoType"":""Main"",""phoneNo"":""04762831355""}]}","0101000020E61000000B687D0052285340FDC23C22A6142240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.040329999844738","76.63000499960633","2024-05-09 14:05:41.221775"
"46248","Thalapuzha Ps","Police Stations",32,"police_stations","KL","Wayanad",True,"9497980823","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980823""},{""contactNoType"":""Main"",""phoneNo"":""04935256262""}]}","0101000020E610000095A796631DFD5240208BCF2F2CAF2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.842133993229766","75.95491876327863","2024-05-09 14:05:41.221775"
"46249","Panamaram Ps","Police Stations",32,"police_stations","KL","Wayanad",True,"9497980836","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980836""},{""contactNoType"":""Main"",""phoneNo"":""04935222200""}]}","0101000020E61000006C918FC18A045340087F9CD5027B2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.740255999902288","76.07096900005644","2024-05-09 14:05:41.221775"
"46250","Meenangadi Ps","Police Stations",32,"police_stations","KL","Wayanad",True,"9497987197","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497987197""},{""contactNoType"":""Main"",""phoneNo"":""04936247204""},{""contactNoType"":""Mobile"",""phoneNo"":""9497980815""}]}","0101000020E610000006969B1F640A5340AE495466E3512740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.65993804720787","76.16236105150173","2024-05-09 14:05:41.221775"
"46251","Kayamkulam Police Station","Police Station",32,"police_stations","KL","Alappuzha",True,"4792445929","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04792445929""}]}","0101000020E61000005405FE4B2D2053408DC98745B1592240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.1751806","76.5027647","2024-05-09 14:05:41.221775"
"46252","Ponmudi Wireless Repeater Station","Police Station",32,"police_stations","KL","Thiruvananthapuram",True,NULL,"{""contactNoList"":[]}","0101000020E61000002D584F5205475340A2BCEA5CAC872140",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.7649869","77.1096998","2024-05-09 14:05:41.221775"
"46253","Et North Cusba Police Station","Police Station",32,"police_stations","KL","Ernakulam",True,"4842390280","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04842390280""}]}","0101000020E610000077C9EEB817125340A6063F1647FA2340",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.9888236","76.2826979","2024-05-09 14:05:41.221775"
"46255","Adoor Sp Office","Police Station",32,"police_stations","KL","Pathanamthitta",True,"4734224829","{""contactNoList"":[{""contactNoType"":""Main"",""phoneNo"":""04734224829""}]}","0101000020E6100000F66D77C5C22E5340B020CD5834512240",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.1586025","76.7306379","2024-05-09 14:05:41.221775"
"46258","Parassala Ps","Police Stations",32,"police_stations","KL","Thiruvananthapuram",True,"4712202023","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497987027""},{""contactNoType"":""Main"",""phoneNo"":""04712202023""}]}","0101000020E61000001ECD741E154A5340B141A5B778B02040",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.344671000407148","77.15753899961825","2024-05-09 14:05:41.221775"
"46262","Kenchira Ps","Police Stations",32,"police_stations","KL","Wayanad",True,"9497980814","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980814""},{""contactNoType"":""Main"",""phoneNo"":""04936211545""}]}","0101000020E61000006C93C761300953405A54343CBD722740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.724099999797705","76.14357799997168","2024-05-09 14:05:41.221775"
"46263","Chombala Ps","Police Stations",32,"police_stations","KL","Kozhikode",True,"9497980802","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980802""},{""contactNoType"":""Main"",""phoneNo"":""04962504600""}]}","0101000020E6100000BDFE7ABE36E3524024EC1AF95E5B2740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.678458961998395","75.55021631251562","2024-05-09 14:05:41.221775"
"46264","Meppayur Ps","Police Stations",32,"police_stations","KL","Kozhikode",True,"9497980784","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980784""},{""contactNoType"":""Main"",""phoneNo"":""04962676220""}]}","0101000020E61000001289154A72ED5240EDF03F1712102740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.531388021998703","75.71010067084379","2024-05-09 14:05:41.221775"
"46265","Atholi Ps","Police Stations",32,"police_stations","KL","Kozhikode",True,"9497980774","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980774""},{""contactNoType"":""Main"",""phoneNo"":""04962672233""}]}","0101000020E61000005B444D8490F05240A564EC6A57C32640",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.381526318890176","75.75882060571296","2024-05-09 14:05:41.221775"
"46266","Valayam Ps","Police Stations",32,"police_stations","KL","Kozhikode",True,"9497980795","{""contactNoList"":[{""contactNoType"":""Mobile"",""phoneNo"":""9497980795""},{""contactNoType"":""Main"",""phoneNo"":""04962460699""}]}","0101000020E610000002F3C1F2E1EA5240C79F87A8C8712740",NULL,3,"GIVEN BY STATE",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.722234026485138","75.6700407880817","2024-05-09 14:05:41.221775"
